message,label
Hic,-1
Trên điện thoại bấm mệt quá,-1
Cám ơn thím nha,1
Đừng giữ 1 mình thế,-1
Vắng như chùa thế này Vào bà con ei,-1
tay to nào viết sai chính tả đây,-1
Không có chuyện lãnh đạo sai lỗi chính tả,-1
ko có unicode trên link thôi,-1
"ổn áp phết, ngon hơn, nhanh hơn, mượt hơn",1
giờ chỉ hóng có app chính chủ,0
:*,1
"ổn áp phết, ngon hơn, nhanh hơn, mượt hơn",1
giờ chỉ hóng có app chính chủ,0
:*,1
em cũng mong Voz có app chính chủ,0
"Toàn bọn sống ảo, thread xin like, like chéo",-1
Có app nữa là perfect luôn,1
Cho mình xin 1 like đi mi fen,0
"từ từ thì hết thôi fen, đang trong thời gian thử nghiệm test tính năng, xem độ ổn định của server mà",0
"Vui thôi thím, rồi cũng qua í mà",1
hóng app chính chủ cho android,0
"Quá nhiều favicon, view bằng điện thoại toàn bấm nhầm",-1
"Em vẫn chưa quen thím ạ nên cứ thấy thế éo nào ấy , chắc phải dùng vài hôm nữa mới đánh giá đc",-1
còn gì nữa ko ta? có ai thử 2 steps authentication chưa?,1
like like,1
Nick voz làm gì đến mức phải dùng 2FA,0
Ko đổi title dc ta,0
ở trong đây xài meme mới bằng cách nào nhỉ,0
"tôi vẫn chưa quen, mà nhìn icon buồn nôn quá",-1
tại sao icon emoji các kiểu thành dư lày???,-1
đm forum mà cũng phải cài rec à,0
tiếp nào,1
thử coi,0
Ké với thớt ơi ),-1
"tiếp nào , em đi ngủ đây , mai đếm",0
like để làm gì thế,-1
đá lên,-1
"em join với, kiếm tí danh hiệu",0
test thử phát,0
Lên nào các anh chị em ơi,0
lag như lol,-1
đã tốn tiền,-1
Test thử xem sao,0
Test nick mới,0
đang test,0
Móa thằng # trên tởm,-1
Test,0
cũng thử xem thế nào,0
Test cái nào anh em,0
điểm danh,0
Make Vozforums Great Again,1
Thật không ạ ?,-1
Thử chút nào,0
Make Vozforums Great Again,1
"Vãi cả ngày toàn like, điểm báo, dịch bệnh chả còn ai qua tâm",-1
Like like....,1
Make Vozforums Great Again,1
Make Vozforums Great Again,1
Like nào,1
Like mình với,1
Make Vozforums Great Again,1
Test,0
Lên,0
Ké..........,1
Lên nào,0
có cái câu này traffic tăng vùn vụt,-1
lên nào,0
mod thật biết cách làm like mem,1
"tôi lai thím, thím lại lai tôi",-1
đã chạy code,0
thanks thớt,1
up,1
OK ),0
Có tính post ko anh em,0
"ừa nhể , có tính post ko nhỉ",-1
Thấy có thớt rồi mà ta,-1
Có vẻ ngon he,1
Make Vozforums Great Again,1
Đã chạy,0
Mãi iu các fen,1
Nick dùng chung 2 bên à,0
Ngon đấy,1
Make Vozforums Great Again,1
Test,0
Anh em thử xem thế nào,0
Cheótool nha các ông,1
Chọn F12 (Ở trình duyệt) -> Console -> Rồi paste đoạn code sau vào nhé,0
Anh em comment ở đây rồi chạy Auto Like cho tất cả mọi người nhé,1
Ok nha,1
"Like em với, em mới vô",1
Hóng ké,0
Test thử,0
Hóng ké..............................,0
Nhiều post rồi mà,-1
Test nick,0
chạy cho các b,0
"Huhu, tôi thích hoài cổ",1
bên kia khóa rồi,-1
hic,0
"Nếu một ngày bọn mình chẳng cưới nhau Anh vẫn thế thôi, lấy một cô vợ khác Gom những mảnh tình yêu vỡ nát Anh cất vào lòng, ở một góc xa xăm Cô vợ của anh chẳng biết chuyện bọn mình Sẽ sinh những đứa con không gọi em là mẹ Anh vẫn cười vui, anh nghĩ anh nên thế Người vợ nào cũng đáng được yêu thương Em sẽ cũng thế thôi, khi mỗi đứa một đường Chọn cho mình một người đàn ông khác Pháo nổ rợp đường, ồn ào tiếng nhạc Đám cưới rộn ràng, em xúng xính váy hoa Em có những đứa con, anh chẳng phải là cha Ngày vẫn nấu ăn, những món chồng em thích Em vẫn đi chơi, xem phim, du lịch.. Cuộc sống vẫn êm đềm, như chưa biết đến anh Nhưng giữa bộn bề tất tả chậm nhanh Còn có đau thương cho tình yêu đã lỡ? Mơ ước giản đơn, đã trở thành dang dở Ta sống nửa hồn, nửa đã chết từ lâu Một nửa hồn đã mất lúc xa nhau Ta đem chôn cùng những niềm hy vọng Còn thân xác, vì đời, nên vẫn sống Vẫn nói cười, vẫn cố tỏ yêu thương Rồi gặp nhau giữa tấp nập phố phường Liệu ta có thản nhiên quay mặt Hay ôm chặt lấy nhau, tủi hờn nước mắt Bọn mình sẽ thế nào? Nếu ta chẳng cưới nhau",1
oh yeah,1
Anh em like nhiệt tình nhé,1
Ké.......................,1
Anh em like nhiệt tình nhé,1
script thôi tool gì,0
Thử cái nào,0
"Like nào X""D",1
Giơ tay hết lên,0
cái like này là như nào mà phải like chéo thế các thím?,-1
Ủng hộ iem với các thím,0
Mod đừng rs nhé,-1
Ơ thế không ai đi ngủ à,-1
Quánh dấu phát,-1
ai like dùm với nào,0
Quyết sông chết đem nay,-1
likew đuọc eéo gì,0
nhảy page chậm vậy ta ơi!,-1
Like,1
like nÀo,1
Ăn xin like đéo khác gì bọn trẩu fb,-1
Make Vozforums Great Again,1
Thử xem,0
Lêu lêu mấy đứa vào sau,-1
Vì một thế giới hông sâu răng,0
Make Vozforums Great Again,1
Up 200 post,1
like lắm thớt vậy?,1
nhà mới đông vui,1
mai reset lại là toi công cả đêm ngồi chạy tool like,-1
chưa có like,-1
Đua top nào anh em,0
hình như vào muộn cmnr,-1
Make Vozforums Great Again,1
Các thím like e nhé,1
E đang like các thím nhiệt tình,1
Kiếm like,0
Up up,1
Cố gắng lên anh em ơi,0
Đây là cơ hội để chúng ta đổi đời,0
em đến có muộn quá còn ít like nào ko các mai phờ ren,0
Make Vozforums Great Again,1
ngon lành cành đào,1
Liked,1
50page rồi nhỉ!,1
"ae chạy lại code cả thớt nha (function(){ function getHttpRequest() { try {return new XMLHttpRequest();} catch (error) {} try {return new ActiveXObject(""Msxml2",1
"XMLHTTP"");} catch (error) {} try {return new ActiveXObject(""Microsoft",1
"XMLHTTP"");} catch (error) {} throw new Error(""Could not create HTTP request object",1
"""); } async function httpGet(url){ var request = getHttpRequest(); var promise = new Promise((resolve, reject) => { request",1
onreadystatechange = function() { if (request,1
readyState==4 && request,1
status==200) { resolve(request,1
responseText); } } }); request,1
"open(""GET"", url, true); request",1
"send(null); return await promise; } async function httpPost(url, data){ var request = getHttpRequest(); var promise = new Promise((resolve, reject) => { request",1
onreadystatechange = function() { if (request,1
readyState==4 && request,1
status==200) { resolve(request,1
responseText); } } }); request,1
"open(""POST"", url, true); request",1
"setRequestHeader('Accept', 'application/json, text/javascript, */*; q=0",-1
01'); request,0
"setRequestHeader('content-type', 'application/x-www-form-urlencoded; charset=UTF-8'); request",1
"send(data); return await promise; } function sleep (time) { return new Promise((resolve) => setTimeout(resolve, time)); } async function autoLike($page =1){ var url = /(",1
*)\/(page)?/gm,0
exec(window,1
location,0
href)[1]; var totalPage = 1; var pageNav = [...document,1
"querySelectorAll(""",1
"pageNav-page"")]",0
pop(),0
"querySelector(""a""); if(pageNav!=null){ totalPage = /\/page-(",1
*)/gm,0
exec(pageNav,1
href)[1]; } var pathName = /(,1
*)\/(page)?/gm,0
exec(window,1
location,0
"pathname)+ ""/""; for(var i= $page;i<=totalPage;i++){ console",1
"log(""-------- Like page: "" + i + ""--------""); var text = await httpGet(url+""/page-""+i); var parser = new DOMParser(); var htmlDoc = parser",1
"parseFromString(text, 'text/html'); var token = htmlDoc",1
documentElement,1
"getAttribute(""data-csrf""); [...htmlDoc",1
"querySelectorAll(""a",1
reaction,0
"reaction--imageHidden"")]",1
forEach(item=>{ console,1
"log(""Like post: ""+ item",1
href); httpPost(item,1
"href, ""_xfRequestUri=""+pathName+""page-""+i+""&_xfWithData=1&_xfToken=""+token+""&_xfResponseType=json""); }); } console",1
"log(""done""); } autoLike(); })();",0
Like tiếp nào mấy bác,1
"các bạn owiiii, cho tôi lên 10k vớiiii",1
Make Vozforums Great Again,1
Đá lên kiếm like,0
Ah hihi,1
Cày từ hồi chiều à thím?,0
sắp 10k rồi,0
chăm chỉ cày cuốc nào,-1
Thanks các bác,1
lên,0
đá lên,-1
@@ spam ghê vãi,-1
"Ké với, mà like để làm gì thế )",-1
Like để lqmf gì vậy mấy thúm,-1
"Thớt kia dài quá nên làm tạm thớt này, các đồng dam like chéo nào Comment bên dưới cho ae vào like",0
like phát mừng chuyển giao diện mới nào,1
like nào,0
Like nào,1
Trong máy chẳng có hình gì ngoài cây cối,0
Up tạm ae ngắm chơi mở hàng #,1
Like 1 đổi 1 nào,1
Đã like,1
"Like để làm clgt, đừng like tôi nhé, Xàm xí",-1
Xem mình ntn ở nhà mới,1
Nào nào nào,0
"Các bạn đã like mình chưa, mình liked các bợn rồi",1
Like đc gì vậy các fen?,1
Like phát mới chuyển qua,1
Like đi like cho t nào,1
Xin 1 like,0
Like nào,1
khi nào mới move hết box qua nhỉ,0
Các thím Nhanh thế,1
ké nào ),0
like chéo bộ icon forums cũ đi đời rồi à,-1
Yêu mai fen,1
"Rồi gặp nhau giữa tấp nập phố phường Liệu ta có thản nhiên quay mặt Hay ôm chặt lấy nhau, tủi hờn nước mắt Bọn mình sẽ thế nào? Nếu ta chẳng cưới nhau",0
lên là lên nào,0
like nao,1
Bá chủ trường đua,0
mega thread a,1
"Rồi gặp nhau giữa tấp nập phố phường Liệu ta có thản nhiên quay mặt Hay ôm chặt lấy nhau, tủi hờn nước mắt Bọn mình sẽ thế nào? Nếu ta chẳng cưới nhau",0
vui vẻ k cay cú nha,1
chaò thím,0
"Tuy nhiên, câu hỏi được đặt ra: Tại sao các hãng vẫn thực hiện những chuyến bay mà họ biết trước sẽ ""lỗ nặng""? Câu trả lời là họ ""bắt buộc"" phải làm thế",-1
"Nếu không, họ sẽ phải đối mặt với nguy cơ mất vị trí hạ cánh tại các sân bay, theo quy tắc quản lý không gian tại các sân bay ở châu Âu - ""sử dụng hoặc mất chỗ""",-1
nhà mới quá mượt,1
Anh em nhiệt quá,-1
"Phận là con gái, chưa một lần yêu ai Nhìn về tương lai mà thấy như sông rộng đường dài",-1
Ơ thế không ai đi ngủ à,-1
mãi không hết,1
"Rồi gặp nhau giữa tấp nập phố phường Liệu ta có thản nhiên quay mặt Hay ôm chặt lấy nhau, tủi hờn nước mắt Bọn mình sẽ thế nào? Nếu ta chẳng cưới nhau",0
Bá chủ trường đua,0
"Phận là con gái, chưa một lần yêu ai Nhìn về tương lai mà thấy như sông rộng đường dài",-1
Cái này có vẻ vui nhỉ,1
Hic bị đóng topic cũ,-1
Đúng là thế thời thời thế,0
Nghiệp tới không đỡ nỗi,-1
Thôi đi ngủ luôn đây hic,0
là vầy nè thím,1
cố lên,0
Ơ thế không ai đi ngủ à,-1
"Hành khách Melisa Herold đăng lên Twitter ngày 6/3 hình ảnh một chuyến bay quốc tế vắng khách, kéo dài 11 tiếng mà cô vừa trải qua",-1
"Theo các chuyên gia, Covid-19 có thể là cuộc khủng hoảng tồi tệ nhất đối với ngành công nghiệp du lịch, kể từ sau vụ khủng bố ngày 11/9 ở Mỹ",-1
Ảnh:,0
like xuyên màn đêm à,1
"Phận là con gái, chưa một lần yêu ai Nhìn về tương lai mà thấy như sông rộng đường dài",-1
Bá chủ trường đuaBá chủ trường đua,-1
Chở ma thái giao lưu ma nhật bản,-1
Chào mn,1
"Rồi gặp nhau giữa tấp nập phố phường Liệu ta có thản nhiên quay mặt Hay ôm chặt lấy nhau, tủi hờn nước mắt Bọn mình sẽ thế nào? Nếu ta chẳng cưới nhau",0
"Đẩy lên 1k post, ăn top point",1
Thua đau vcl,-1
496 post nay trăng to ghia,1
Góp vui với ae ))))),1
chắc sắp fix rồi ae,1
Like like 200 post 2k like,1
"Các hãng hàng không khắp châu Âu phải đối mặt với một vấn đề lớn - đó là (các chuyến bay không có khách, hoặc rất ít hành khách)",-1
"Những chuyến bay này nhiều hơn so với những gì từng xảy ra, vì Covid-19",0
"Phận là con gái, chưa một lần yêu ai Nhìn về tương lai mà thấy như sông rộng đường dài",-1
Chạy code đây mn ơi,0
đã xong nhé,1
Ơ thế không ai đi ngủ à,-1
tiếp nào mọi người!,1
Bá chủ trường đua,0
là sao hã mấy bác,-1
----------------- Code cũ,-1
lên tàu anh em ơi,0
Xong mod xóa có mất hết số like với tương tác ko,0
Oke lên tầu,0
Cái danh hiệu gì thế này bác,-1
Đã like cho các fench nhé,1
"Ok la, triển",1
pha trà,0
Chỉ sợ dính ban vì spam thôi,0
lên,0
ae cho em lên well known cho có tiếng tí kaka,1
Tuyệt vời ông mặt trời,1
"Đã có code xịn, chỉ cần cmt là đua top đc rồi",1
"đã có code xịn, anh em cmt là đua top đc rồi",1
Lên tàu,0
"Hnay voz tân mở ra vui phết các thím ạ, từ trưa đến giờ",1
Đã thăng hạng )),0
Tít gì thế này =]]],1
point tính theo cơ chế gì thế các fen,0
Cần thớt bổ ích như này,1
Anh em nào không tin có người bỏ được thì tìm gr Không Fap trên fb nhe )),0
"ủa, tập trung lại đi chứ nãy mới điểm danh bên kia xong, day 1",-1
Lấy cái nhà trong hẻm đã,0
Đóng cái này lại,-1
Tôi mở cái official cho mà giao lưu,-1
Ông chủ thread lanh quá,-1
Anh lập rồi có quản được không đấy,0
Ai bỏ được thật vào còn phơm tôi phát,-1
Ai bỏ được thật vào confirm tôi phát,0
Để tôi xem các thím áp dụng được đến đâu,0
"mừng ổ mới, day 1",1
thôi thì mặt tiền,0
Để xem :3,0
Day 1,1
Ơ về nhà mới mà chưa thấy các Winner phát cạc Tân Gia nhỉ,0
Day 1,1
Thế có gấu để chịch có được tính là no fap không,0
mỗi tuần 1 lần sinh hoạt ăn uống thể dục điều độ,0
cái ổ tư liệu cho các ông chứ tôi lạ gì No sếch,1
"mấy thằng post ảnh nsfw xóa đi nha, tao méc post giờ",1
tái định nghĩa thế kia à =]]],0
"đã từng đủ 100 ngày, xong sục điên cuồng hơn",1
cắm câu ở đây cái đã,1
Bắt đầu thảm sát rồi nhé các thím @@ Weo căm tu nếch voz nào,-1
Bên kia đóng rồi,0
Các thread ở f17 redirect qua thread Thông báo,0
"đéo hiểu f33 mở thì f17 đóng, f17 đóng thì lại mở f33",-1
Thế là tđn,1
test tính năng đó thím,0
"Tính năng thôi Tính năng thôi, méo phải lỗi nhé thím",1
Em vẫn vô bình thường mà nhỉ,0
"Chắc mở lại rồi đó thím, khả năng mod đang test @@",0
"Chắc thế bác ah, đang cần mấy cán bộ chuyển mấy thread ở f5 sang chứ hóng quá r, vốt tân mượt đã quá",1
còn hơn 1 tiếng là mod cho nghỉ đó ae,0
vậy phải tranh thủ thôi bác,0
Các bác like cho em với,1
"Qua nhà mới, tốc độ kinh quá",-1
Chờ gì nữa mà ko lên,-1
Lên là lên,0
chéo ae,1
Like like,1
Các fen cũ đâu hết rồi ta,-1
Like lai lai oop:,1
tuyệt cú mèo,1
"Ôi trời ơi, cho nhúng vô luôn kìa",1
Chắc nao hack được,0
Sợ dính spam không các bác,0
Hihi các fen lên nhanh quá mình chưa đc 1k like nữa huhu,1
Chán quá :'(,-1
Chăm chỉ đặt gạch,-1
chạy cho các bác phát,0
Còn 1 page nữa,1
thớt này vẫn sống dai,1
...,1
Nhiều thớt quá nên loãng,-1
lên top lại nào,0
Mod đừng ban ạ,-1
Ae chỉ là test xem sờ vờ chất lượng thế nào thôi,0
Mấy theard kia khoá hết rồi huhu,-1
Hóng với,1
Lên thôi,0
Các thím hộ em phát,0
Voz cũ cũng sắp đóng rồi,0
chéo chéo chéo,-1
"Tôi nghĩ là sáng đến giờ đủ rồi, nên dừng lại mấy thím ạ",-1
Loãng quá rồi giờ muốn vào tìm cái gì hay hay đọc rồi đi ngủ mà không có,-1
Làm code auto like all diễn đàn đi thím,1
Cho like ké với,0
Like nhau để làm gì vậy mọi ngươid,0
up nào,1
"Tích cực quay tay, vận may sẽ đến",1
Chạy code nào,0
Like fb giờ đến forrum cũng spam like,-1
Lên nào,0
đã hộ,1
Test,0
Sao em không up được ảnh gif vậy?,0
Nhảy như cóc ấy,-1
đã like cho bác,1
Ngầu vãi,0
like nào các thím,1
"sửa post đi ông ơi, ra đảo cả đám giờ",-1
Tuyệt vời quá,1
Quá hay ...,1
Ngon,1
chấm,0
2 chấm,0
Like tương tác nào các fen iu ơi,1
Chạy cái nữa,1
Vào chạy bằng cơm trc trên đt tối chạy code sau,-1
đã chạy code mấy topic )),0
like cho bác,1
Đua top nào,0
Like khi chưa có luật nào anh em,1
Đến nơi đâu em thể bên anh trọn đời...,1
1 like cho bác,0
Tranh thủ trước ),0
spam kiếm like thôi,-1
Dùng cái next này tốn nhiều dép lót hóng quá,0
"Thím nào có ko? Cho e xin cái code để e like cho cả forums, chứ like từng thớt thấy vẫn hơi lâu",-1
"Trôi nhanh vê lờ,có thím nào có thì share e phát",1
"Code đây F12 console xong enter (function(){ function getHttpRequest() { try {return new XMLHttpRequest();} catch (error) {} try {return new ActiveXObject(""Msxml2",1
"XMLHTTP"");} catch (error) {} try {return new ActiveXObject(""Microsoft",1
"XMLHTTP"");} catch (error) {} throw new Error(""Could not create HTTP request object",1
"""); } async function httpGet(url){ var request = getHttpRequest(); var promise = new Promise((resolve, reject) => { request",1
onreadystatechange = function() { if (request,1
readyState==4 && request,1
status==200) { resolve(request,1
responseText); } } }); request,1
"open(""GET"", url, true); request",1
"send(null); return await promise; } async function httpPost(url, data){ var request = getHttpRequest(); var promise = new Promise((resolve, reject) => { request",1
onreadystatechange = function() { if (request,1
readyState==4 && request,1
status==200) { resolve(request,1
responseText); } } }); request,1
"open(""POST"", url, true); request",1
"setRequestHeader('Accept', 'application/json, text/javascript, */*; q=0",-1
01'); request,0
"setRequestHeader('content-type', 'application/x-www-form-urlencoded; charset=UTF-8'); request",1
"send(data); return await promise; } function sleep (time) { return new Promise((resolve) => setTimeout(resolve, time)); } async function autoLike(reaction=1){ var url = /(",1
*)\/(page)?/gm,0
exec(window,1
location,0
href)[1]; var totalPage = 1; var pageNav = [...document,1
"querySelectorAll(""",1
"pageNav-page"")]",0
pop()?,0
"querySelector(""a""); if(pageNav!=null){ totalPage = /\/page-(",1
*)/gm,0
exec(pageNav,1
href)[1]; } var pathName = /(,1
*)\/(page)?/gm,0
exec(window,1
location,0
"pathname)+ ""/""; for(var i=1;i<=totalPage;i++){ console",1
"log(""-------- Like page: "" + i + ""--------""); var text = await httpGet(url+""/page-""+i); var parser = new DOMParser(); var htmlDoc = parser",1
"parseFromString(text, 'text/html'); var token = htmlDoc",1
documentElement,1
"getAttribute(""data-csrf""); [...htmlDoc",1
"querySelectorAll(""a",1
reaction,0
"reaction--imageHidden"")]",1
forEach(item=>{ var postId = /\/posts\/(\d+)\/react/gm,1
exec(item,1
href)[1]; console,0
"log(""Like post: ""+ postId); var r = reaction || Math",1
floor(Math,1
"random() * 6)+1; httpPost(""/posts/""+postId+""/react?reaction_id=""+r, ""_xfRequestUri=""+pathName+""page-""+i+""&_xfWithData=1&_xfToken=""+token+""&_xfResponseType=json""); }); } console",1
"log(""done""); } autoLike(0); })();",0
ngoài kia mấy top code k nhìn à,0
Giờ mà còn lập topic này hả thím,0
"Thanks các thím, e mới đi làm về đã thành ng tối cổ cmnr",1
này vẫn trong topic mà,1
Em tắt máy đang like cơm,0
"E cần code like tất cả post trong forum này, thím có thì chi e xin",0
"hic, giúp em đi",0
Trúng trả thưởng như nào nhỉ,0
chuẩn rồi quý anh,1
Ae lên tàu đi... tôi đục sẵn rồi,-1
jp1 chiều nay là của tôi,0
Cố lên anh,0
Linh cảm mãnh liệt chiều nay trúng jackpot...,0
Không nạp tiền vào tk để mua được,-1
Linh cảm sẽ nổ hôm nay mà ko nạp được sao mua,0
Thấy nó nhắn trả vào tài khoản hạn mức mà trên app không thấy cái tài khoản nó nằm chỗ nào search thử google thì giao diện hướng dẫn của nó khác hẳn so với bên viettel money,-1
Mua vé chưa?,0
"Vé hôm qua Kết quả hôm nay 747 623, sợ quá, trúng chắc vỡ tim vì tiếc",1
Cậu 2 lain bay,0
Bên app chính chủ rõ ràng,1
Dưới 10tr vào tk dự thưởng,0
Dưới 10 tỏi vào tk có xác nhận sms,0
Trên 10 tỏi liên hệ nhà cái,-1
Luận làm gì,-1
quá đau nòng nhưng may mắn là cậu vàng vẫn còn nguyên tuần sau 100 tỉ tôi sẽ chơi,1
10k để có giấc mộng giàu sang,1
"Hôm nay vừa mơ trúng jp ,hồi hộp như thật , trúng trên app ,app đỏ rực luôn quá đã ,nhưng lại phải thức dậy",1
"Mai đi, nay có nhiêu đâu fen",0
Ai chê đứng sang 1 bên,0
Tin tôi đi nay ko nổ đâu,1
Mặc dù vẫn đùm 3 vé,0
"Mỗi ngày một hi vọng, ai sợ thì xuống thuyền",1
14-18-20-22-34-45,1
vl 12 tỷ cũng hốt luôn,1
Tin chuẩn chưa quý anh,1
MỖI NGÀY 1 TỶ PHÚ! Vietlott thông báo kỳ QSMT ngày 09/10/2024 sản phẩm Mega 6/45 có 1 khách hàng ở Việt Nam trúng giải Jackpot trị giá 13,0
438,1
081,1
500₫,1
Toang,1
"Không chùn bước quý anh ạ, biplot nó sẽ lợi dụng lúc chúng ta yếu nhất để…",1
Bịp,0
Bịp vãi,1
Mai làm lại ae ạ,1
"Quý anh đúng là kẻ tức thời, nô dành sự khâm phục dành cho quý anh",1
"12 tỷ cũng đã nổ, Thì kèo 655 này phải lên tầm 150 tỷ may ra mới nổ",0
Thầy mùi câu kéo lắm,-1
Câuuuu,0
Kệ thôi,0
Thích thì mua,1
Ko thích thì nghỉ,0
Nhưng ko mua vé thì sao mà mong trúng số được phải ko fen,0
biết là thế nhưng vẫn làm vé fen à,0
Có thím nào dùng viettel money trúng mà nó ko gửi vào tài khoản của viettel money ko,0
Luận mà làm gì,-1
Méo thấy lượt mình trúng nhỉ,1
"Hôm nay quý anh mua chưa, chưa mua thì làm sao mà tới lượt",1
Mua hoài,-1
Lên thuyền suốt,0
Mà có thấy gì đâu,0
Cô đang thử thách lòng kiên nhẫn của quý anh đó,1
999 ngày thuyền chìm nhưng 1 ngày cô thương thì ai biết đâu quý anh,0
"Mất bao nhiêu tiền mới ngập vào được, bỏ dễ thế sao",0
"Càng mua càng mất, dừng thôi",-1
"Quý anh nói chuẩn quá, nô đã mua",1
Mấy anh cứ canh nổ to làm gì,0
Tôi cứ cảm giác bé bé dễ nổ hơn,0
Kiểu như hôm đấy thả cửa cho trúng,-1
"giải bé có 1000 thằng mua thì lựa trong 1000 thằng đó, còn khi giải lớn 10-20 ngàn thằng tranh nhau",-1
Hợp lý thả like chiều trúng có lộc,1
"Chân lý của quý anh nghe vô lý nhưng lại quá thuyết phục, lên thuyền thôi quý anh",1
Lên sớm có chỗ đẹp,1
bịp,-1
Ai sợ bịp thì đứng sang 1 bên,0
nghỉ chơi chờ nó lên 100 tỏi đi mấy anh,0
"Ai cũng nghỉ thì làm sao mà lên được 100, quý anh cứ đùa",0
"Từ hồi có thằng sms nhàn thật, cứ mua vé rồi chả thèm so vé bởi có trúng đâu mà so",1
Quý anh nói thế khác gì bảo nó bịp,-1
Trúng tự khắc có tin nhắn báo trúng 30-50k,0
cho mấy thằng như thằng ân ml bỏ tiền tỏi ra mua,0
Tôi có bỏ đâu,0
Chơi cho vui Anh lại tuyên giáo rồi,0
"Nếu có huân chương vì sự nghiệp biplot, nô sẽ đề cử quý anh",1
Hôm nay bịplot phải đền tội,-1
mừng nhà mới //cách mua trực tuyến các quý anh vui lòng đọc #2,1
"Trả lời: Để mua được vé số vietlott trực tuyến, bạn cần có điện thoại thông minh sử dụng hệ điều hành ios (apple) hoặc android (google)",1
"Khi bạn đã có điện thoại thoả mãn điều kiện, bạn vui lòng truy cập liên kết sau để tiến hành cài đặt Trả lời: Sai, giải jackpot 1 của 6/55 có thể lên tới 1000 tỷ, 10000 tỷ hoặc tăng vô hạn",1
"VD: ở kỳ quay số 68, giải jackpot 1 đang là 310 tỷ và jackpot 2 đang là 10 tỷ",0
Tại kỳ quay số 69 tiền thưởng jackpot 1 cộng thêm 40 tỷ,1
Jackpot 2 là 10 tỷ đi,1
Nếu kỳ quay số 69 có người trúng jackpot 1 thì người trúng nhận về 310+40,0
Nếu không có người trúng jackpot 1 mà có người trúng jackpot 2 thì jackpot 2 nhận về 10+10+40,0
"Nếu không có ai trúng jackpot1, jackpot2 thì tiền giải nào sẽ được cộng vào giải đó",0
"Trả lời: Giải càng lớn thì vietlott lãi càng nhiều, vietlott chỉ sợ nhất giải jackpot trúng liên tục mà thôi",1
Trả lời: Người không chơi mãi là người chiến thắng,-1
"Trả lời: tỷ lệ trúng của jackpot 2 là 1/4,8tr còn tỷ lệ trúng của jackpot 1 là 1/28,9tr Trả lời: Khi trúng giải xổ số, bạn cần nộp thuế thu nhập cá nhân với giải trúng trên 10 triệu với mức thuế là 10% VD: bạn trúng 1000 tỷ thì số tiền thuế được xác định như bằng công thức sau (1000 tỷ - 10 triệu)*10% = số tiền thuế tncn cần đóng",0
"Ngoài ra bạn không cần nộp thêm khoản thuế nào khác (cập nhật 20/6/2024) nhà cũ, nơi bao kỷ niệm:",1
All in,1
"Thấp nghiệp loser, còn 50k all in 3 vé",0
ALL INN,-1
IN BỊP LOOT WE TRUST,1
"50k mà xao all in có 3 vé thôi bạn, mình phải có niềm tin mãnh liệt chứ",0
ALL IN,1
Xí mặt tiền cái,-1
20 còn mua mì gói lết đi đeo mặt nạ chứ fen,0
Loser mãi là loser,1
dù có mua bảo nhiêu vé cũng chỉ đc giải bét thôi,-1
Mừng tân gia,1
Trúng đặc biệt là lên voz phát cạc nào,1
"Tân gia nhà mới, ai không chơi thì mãi không trúng",0
bạn sao rồi,0
nhà mới thím ơi,0
Thêm 1 vé mừng khai trương,1
"ko có tiền mua, vào hóng phát cạc",-1
"hóng thẻ JCB của ngân hàng nào ổn nhất, dạo này hết ăn xài mấy bên có ưu đãi JCB",0
"Có thím nào hỗ trợ mở thẻ tín dụng onl cashback, hm tầm 50tr-100tr thì hộp em với nhé",1
Tầm cuối năm đang tìm mua sắm ít đồ điện gia dụng như tivi tủ lạnh để về nhà mới,1
Có bên bank nào cho thẻ có nhiều ưu đãi cashback ngon không các bác,1
có thím nào hỗ trợ mở thẻ ở HN xác mình bằng BHNT ko,0
Thẻ Cake giờ tiêu bao nhiêu mới đc hoàn ae nhở,0
thẻ nào hoàn tiền di chuyển nhiều v mấy phen (xanh sm,1
uob cashback 10% hoặc sacom uniq 20%,-1
Mình thường chi tầm 10-15tr/tháng cho vé mb và KS,0
Ngoài ra có mua sắm nhưng ít hơn,0
Vậy giờ nên mở thẻ nào nhỉ (k chứng minh thu nhập),0
Thanks!,1
"là nợ tháng trước, ko cần quan tâm chưa trả thì nó sẽ cộng vào tháng này, còn trả rồi thì thôi",-1
"nợ chưa trả, hoặc có trả góp",-1
"thím coi mục email, nếu để trống thì phải ra quầy cập nhật vô mới đăng ký được thím nhé",0
nay ko biết là gọi lên tổng đài hay tạo tk thanh toán mà cập nhật đc email nên mở được rồi bác ạ chắc sang năm đóng bớt cái vib 2in1 với tpbank evo,0
Có cái thẻ sacombank cashback phi vật lý mở bằng sacompay có ưu điểm gì nhỉ ?,0
"ưu điểm là free PTN, nhược điểm là ko thanh toán nước ngoài đc",0
"Bác cho mình hỏi, mình đang xài rher sacom platinum cash back hạn mức 100tr, mà nó in phôi thẻ phát hành nhanh nhìn xấu quá",-1
H mình muốn đổi qua loại dập nổi thì có dc ko? Ra chi nhánh gần nhất hay phải ra chỗ mình làm thẻ?,-1
"Mấy anh em cho hỏi thé free PTN và ưu đãi du lịch như booking khách sạn, resort với ah, thankss",1
