,comment,label
14673,Váy quá mỏng ko ưng ý.,-1
14674,Shop phục vụ rất tốt Chất lượng sản phẩm tuyệt vời.,1
14675,Chất lượng sản phẩm tương đối.shop chuẩn bị hàng nhanh.bên giao cũng nhanh.2ngày là nhận đc hàng.,1
14676,"Chất lượng sản phẩm tuyệt vời, chất đẹp, mặc vừa vặn.",1
14677,Sản phẩm dày đẹp.,1
14678,Giày đẹp gói tốt nhé.,1
14679,Shop phục vụ rất tốt !!!,1
14680,Shop con tang kem qua nua .,1
14681,"Điểm trừ: Mặt Iron Man bị xước nhiều ( shop xem ảnh), ko được mượt.",-1
14682,Áo rất đẹp 👍👍👍.,1
14683,Thấy shop bảo sản phẩm được bảo hành một năm.,1
14684,Vải như cái vải mùng lun 😔.,-1
14685,Giao hàng rất nhanh.,1
14686,Ok.,0
14687,Rất đáng tiền.,1
14688,M đặt 2 lần mà lần trc bên trong lót bông đợt này lại k có.,-1
14689,"Hạt chia mẩy, đẹp.",1
14690,"Chất lượng sp tốt, mỗi tội áo màu vàng khác màu, chun áo quá bo, k rộng như ảnh.",0
14691,Hộp rất đẹp.,1
14692,Áo mỏng hơn so với áo màu vàng.,1
14693,Quần đẹp.,1
14694,Đầu tiên mình muốn nói chất lượng rất tuyệt chỉ đóng góp 1 xíu í kiến hoi là ngày đuôi giày hong có 3 sọc như bản của adidas và đế lại là chữ beest hơi buồn nhưng đối với đôi giày sp như vậy là ổn nếu kh ngại 2 lí do trên các bạn thoải mái mua hàng nha 5* cho chị chủ và 4* cho sản phẩm đúng size nh.,1
14695,Bố t thích áo này lắm y.,1
14696,Lấy XL nhưng vẫn vừa ng vì form bé thật @@.,0
14697,"Chất lượng sản phẩm tuyệt vời, áo rất đẹp , m 42kg cao 1m55 mặc vừa y, rất đáng tiền.",1
14698,"Mình nhận đc rồi , đóng gói cẩn thận .",1
14699,Áo đẹp và giống hình lắm.,1
14700,"Đóng gói hơi bựa, SP tốt, giao hàng bình thường, Ủng hộ tiếp lần nữa!",0
14701,To hơn tưởng tượng.,-1
14702,"Khá là tốt , nên mua.",1
14703,Túi đẹp như hình.,1
14704,K mặc vô đuợc.,-1
14705,Cảm ơn món quà nhỏ của shop. 😙.,1
14706,Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh Rất đáng tiền.,1
14707,Đẹp.,1
14708,Rất ok.,1
14709,Lướt shopee nhìn giá ..... mình nghĩ nó rẻ vậy chắc chẳng ra gì .,-1
14710,Áo hơi mỏng nhưng rờ mịn.,1
14711,"Chủ shop rất có trách nhiệm, chủ động liên hệ hướng dẫn sử dụng rất nhiệt tình.",1
14712,Shop gửi hàng nhanh.,1
14713,Shop phục vụ và giao bán hàng tuyệt vời lắm ạ !!,1
14714,hàng đẹp mua 4 cái ưng hết. mọi người yên tâm. nhưng phom thì hơi nhỏ. ai to người thì nt để tu vấn nha.,1
14715,Phù hợp với giá tiền.mk ko hiểu sao chứ lúc nào cũng đòi mua đồ đẹp mà bỏ ít tiền thì ko có đâu các bạn ạ.,0
14716,Chất được.,1
14717,Mình phải đổi lại.,-1
14718,Thanks shop !,1
14719,"Quần k giống hình, ống rộng k bóp.",-1
14720,Hihi quần dễ thương.,1
14721,quẩn đẹp.,1
14722,"Áo tạm được , vải áo k thơm vải mới ...",0
14723,Mua hai miếng dán iPhone X mà một miếng bị lỗi.,-1
14724,Hài lòng.,1
14725,"Xịt rồi ngồi canh thấy chuột vẫn vô tư bò vô, haizz.",-1
14726,Mẹ t khen váy xinh 😁.,1
14727,"Chất vải ko thể xấu hơn đc nữa, 0 sao.",-1
14728,Sp date mới.,1
14729,"Chất lượng sp tốt,áo đẹp y hình,đóng gói cẩn thận tuy nhiên thời gian giao hàng hơi chậm.",1
14730,"Đầm xinh lăm luôn , giá hợp lí .",1
14731,"Nhưng ko nên gập lưng túi làm nó bị gãy rất mất dáng, cũng ko cho hộp giấy hãy bọc nylon.",-1
14732,Chất lượng sản phẩm rất kém.,-1
14733,Làm ăn như cứt.!.,-1
14734,sao đặt hai cái khác nhau mà giao hai cái giống nhau vậy shop.,-1
14735,Sản phẩm y hình.,1
14736,Tuy nhiên from rộng quá. 😭.,1
14737,<3.,1
14738,Vải ko đẹp lắm tiền nào của ấy . gửi nhầm màu áo.,-1
14739,Vải nóng.,-1
14740,"Vải hơi mỏng, kiểu dáng ok.",0
14741,Đã nhận được hàng.,1
14742,"Mua voucher quang cao la 197k giam con 99k ma thuc te shopee van thu tien nguoi mua la 197k, chat luong The company pizza hoi nao ko can ban cai nhung: hoa don tinh tien tai nha hang the hien phan an co 99k thoi, trong khi shoppee thu cua khach là 197k , yeu cau shopee tra loi cho hop ly ti di.",-1
14743,Đẹp lắm 💛.,1
14744,Đẹp.,1
14745,Rate 5 sao luôn.,1
14746,Hàng giao đúng cam kết.,1
14747,Đóng gói sản phẩm rất đẹp và chắc chắn.,1
14748,Mua với giá km 79k quá ok luôn.,1
14749,Lắm nhé.,0
14750,Sp dùng tốt.,1
14751,Cảm ơn shop rất nhìu.,1
14752,Nhân viên phục vụ tốt.,1
14753,M rất thích.,1
14754,5 sao cho thái độ phục vụ của shop.,1
14755,Đẹp hơn tưỡng tượng Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.,1
14756,"Mọi thứ mình đều ưng ý , từ cách nói chuyện dễ thương của chị Leo, cách gói hàng chỉnh chu và cả món hàng nhận được😄quần legging không mỏng , vải cũng không nóng đâu, lên form đẹp lắm !!!",1
14757,Chị bán hàng đáng yêu .,1
14758,"Bộ mặc ko quá rộng, chất nỉ mỏng hơn mình tưởng nhưng mặc khá ấm, tag uni áo còn khâu ngược.",-1
14759,"Mình đặt gấu bằng shop gửi gấu lệch, thất vọng quá!",-1
14760,Lần nào nhận hàng cũng thấy ok.,1
14761,Size hơi nhỏ so với bình thường.,0
14762,C bán hàng rất Tử tế.,1
14763,Co giãn đẹp shop kỹ tư vấn nhiệt tình .. rất ưng ý luôn cảm ơn shop nhiều nhiều 😘😘😘.,1
14764,Đóng gói sản phẩm chắc chắn.,1
14765,Chuẩn là sản phẩm đáng thử nhất của maybelline.,1
14766,Áo ok có điều tay áo hơi nhỏ.,-1
14767,Chất lượng sản phẩm tuyệt vời.,1
14768,"hàng đẹp, chất, rat vừa vặn thoải mái.",1
14769,Áo ok lắm nèee.,1
14770,"Đẹp lắm ạ , e nhận đc hàng sớm mà shop tư vấn nhiệt tình😭🤤.",1
14771,"Chất lượng sản phẩm tuyệt vời, y hình, vải và đường may rất đẹp.",1
14772,Hàng quá tệ.,-1
14773,Thanks shop.,1
14774,Cũng đẹp.,1
14775,Bạn bán tư vấn nhiệt tình mà áo cũng đẹp nữa.,1
14776,"Thời gian giao hàng nhanh Đáng đồng tiền. sp bị lỗi phần dưới, với giá nay thì k đòi hỏi nhìu,.",0
14777,Thanks Shop.,1
14778,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.,1
14779,"Hàng rẻ đẹp rất đáng tiền, sẽ ủng hộ trong tương lai.",1
14780,Min mang.,1
14781,Tuy nhiên mùi còn hôi.,-1
14782,Chất vải thì ok.,1
14783,"Vải đẹp, in hơi to và tệ.",-1
14784,Chất lượng quá ổn so vs giá tiền.,1
14785,"Bộ bầu chất mềm,giống ảnh,mặc bầu hay sau sinh đều đc.hài lòng với sp.thanks shop.",1
14786,Chưa nhận đc hàng shop ơi.,-1
14787,Gói hàng siêu đẹp 👍👍 Chất lượng sản phẩm tuyệt vời.,1
14788,Rất ưng!,1
14789,Nhug rộng thì dễ coi hơn chật k bít mần chi luôn!!,0
14790,"Đóng gói sản phẩm rất đẹp và chắc chắn, mới sử dụng nên chưa thấy thay đổi nhiều.",1
14791,Shop phục vụ rất tốt.,1
14792,dây vai to hơn bt.,-1
14793,Shop phục vụ rất tốt.,1
14794,Vì lông ngắn củn ko thấm.,-1
14795,"Sp nóng, như mặc áo mưa vậy.",-1
14796,Chất lượng sản phẩm tuyệt vời.,1
14797,Về độ uy tín thì khỏi phải lo nghĩ.,1
14798,Đóng gói sản phẩm rất đẹp và chắc chắn hàng ok lắm nhé.,1
14799,"Chất vải mỏng, màu k như hình.",-1
14800,Về mặc hơi rộng.,-1
14801,"Chất lượng sản phẩm tuyệt vời, hàng xịn tem mác đầy đủ!",1
14802,"Áo rẻ nhưng chất lượng lại rất tuyệt nhé, đóng gói chắc chắn, giao hàng lại nhanh.",1
14803,Mình mua vào tầm này chắc phải chờ đến tháng 10 mới mặc được mất :(.,-1
14804,Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh Chất lượng sản phẩm tuyệt vời.,1
14805,Ko đẹp như mong đợi:( phần dập chữ bị mờ miếng lót ko vừa với đế giày.,-1
14806,Không giống như trong hình áo nhỏ như áo e bé mặt chứ khô phải người lớn mặt.,-1
14807,"Vải đẹp, dày dặn :))) Đóng gói sản phẩm rất đẹp và chắc chắn.",1
14808,mua của shop 5c vừa ý hết cả 5.,1
14809,shop phục vụ rất tốt nên mua Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Shop phục vụ rất tốt Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh.,1
14810,Cẩn thận khi đặt hàng shop này.,-1
14811,Chất liệu len khá oke.,0
14812,Hỗ trợ đổi size quần nhiệt tình.,1
14813,"Áo chất liệu đẹp và from đẹp lắm shop ơi, mà shop bán giá cực yêu nữa, tặng shop 10 nhé, chúc shop bán đắt hàng, lần sau sẽ ủng hộ shop nữa ạ 😊😊.",1
14814,Túi nhỏ hơn nhiều so với mô tả.,-1
14815,Khó tìm được ở ngoài giá này.,1
14816,Gối to và êm :).,1
14817,"Không giống như quản cáo,vãi quá mỏng.",-1
14818,Nhìn ngoài thì k vấn đề gì nhưng sử dụng thì...,-1
14819,Sản phẩm nhìn giống hình nhưng cúc bị móp.,1
14820,"NÊN dùng nếu chỉ để nghe nhạc, KHÔNG nên dùng nếu chỉ chơi games hoặc xem phim, bởi vì tốc độ truyền âm thanh hơi chậm.",-1
14821,Hoạ tiết hơi nhoè Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Shop phục vụ rất tốt Thời gian giao hàng rất nhanh.,1
14822,Rửa thấy ko thích lắm.,0
14823,Nên giat tay.,0
14824,Time giao hàng lâu nhưng hàng quá ưng ý cug ko sao.,1
14825,"Giá cả cũng hợp lí nữa, chất đẹp thật sự luônnn.",1
14826,mặc đẹp nhùg màu vải hơi tối.,1
14827,"Đẹp quá thể đáng huhu có màu đỏ đi, mình đặt tiếp :3",1
14828,Mua lan 2 rui...,0
14829,Không có nhận xét về chủ shop vì k chat.,-1
14830,Shop rất nhiệt tình.,1
14831,Sản phẩm tuyệt vời.,1
14832,Shop phục vụ khá tốt Quần hơi rộng.,1
14833,Quần quá xấu chất thì quá xấu luôn ko bgio mua tiếp của shop này nữa Chất lượng sản phẩm rất kém Rất không đáng tiền.,-1
14834,"Chất vải dày, lưng thun thiết kế hữu ích cho mọi size bụng.",1
14835,"Rất hài lòng về chất lượng sản phẩm, vải đẹp và in đẹp.",1
14836,"Mình đang dùng không biết chất lượng thế nào, cài đặt khó, nhân viên hỗ trợ cài đặt nhiệt tình, dóng gói sản phẩm chắc chắn.",1
14837,Vẫn cho 5sao Chất lượng sản phẩm tuyệt vời.,1
14838,Mình rất ưng ý với sản phẩm này.vượt xa so với tưởng tượng.,1
14839,Nói chung là ưng ý.,1
14840,"Áo hơi to, mình bình thường mặc size 34 không mặc vừa.",-1
14841,Chuẩn bị sang hộp 2!,1
14842,"Shop phục vụ rất tốt Shop phục vụ rất tốt, giao hàng nhanh, sp chất lượng.",1
14843,😧😧😧.,-1
14844,Thời gian giao hàng rất nhanh Đóng gói sản phẩm rất đẹp và chắc chắn.,1
14845,Áo như hình.,0
14846,"hàng lởm như hàng giả chất diệt gián bên trong vừa cầm vào đã vỡ hết ra. nói chung là ko có lần thứ 2 mua hàng của shop này, Chất lượng sản phẩm rất kém.",-1
14847,Chất lượng sản phẩm tuyệt vời.,1
14848,Tóm lại là rất ưng ạ.,1
14849,Ko biết chất lượng thì thế nào?,0
14850,Chất lượng sản phẩm tạm ổn.,0
14851,"Tiền nào của nấy, chất k đẹp như tiệm bán, mặc rất nóng.",-1
14852,"Chất vải hơi bóng bóng, không nhăn.",0
14853,Mua cái thứ 3 là biết sản phẩm chất lượng miễn chê rồi nha cả nhà.vừa rẻ vừa đẹp.,1
14854,"Chất vải dày dặn, mặc vào mùa hè ko bị nóng quá đâu ạ.",1
14855,Chất lượng sản phẩm rất kém Đóng gói sản phẩm rất kém.,-1
14856,Áo đẹp lắm.,1
14857,Nên mua rộng hơn 1 size.,0
14858,Mở mãi mới đc nên hơi bực 😂.,-1
14859,Vị ăn khá lạ so với những loại snack từng ăn.,0
14860,Vải ọ.,0
14861,Đường máy cạp hơi xấu vs lại bị rộng eo quá ~~~.,-1
14862,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Rất đáng tiền Rất đáng tiền Thời gian giao hàng rất nhanh.chị bán hàng tư vấn rất nhiệt tình 😍😍.,1
14863,Ưa được cái váy nà!!,1
14864,Lan thu 2 mua...van ung ý lam luon...goi hang đẹp...chat luong sp tot.,1
14865,Nhìn nó cái muốn ngủ hết sức á.,1
14866,"Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh,se ung ho tiep.",1
14867,"Hàng tốt, sr shop về cái địa chỉ 😀.",1
14868,Hàng khá đẹp!,1
14869,"Bộ gen co giãn tốt,mỏng mịn ôm sát thân mặc thoải mái..",1
14870,"Đặt hai áo đen va rêu 2chất khác hẳn nhau và áo rêu rộng mặc vừa ,áo rêu còn tạn dc ,chứ áo màu đen qúa tệ cổ bé dáng áo bé chất ko đẹp bằng áo rêu và chỉ người 40kg mới mặc vừa.",-1
14871,5 sao.....sản phẩm đẹp và rất vừa y.,1
14872,"áo đẹp, mát rẻ, cho 10 sao luôn, giống hệt áo đồng phục cty tớ nên đã giới thiệu 1 cơ số người mua thêm.",1
14873,Quần đai rộng ơi là rộng.,-1
14874,Thank shop nhe 😊 Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền.,1
14875,"Chất quá xấu, ghi giá cao rồi sale xuống lừa người mua hàng.",-1
14876,Đẹp!,1
14877,Mua về kiểu vỡ mộng ấy.,-1
14878,Hơi buồn vì ko dùng đc. :( Nhựa bị lệch ko lắp đc vào nhau.,-1
14879,Áo màu in nhạt vải mặc nóng.,-1
14880,Giao sai mẫu nhưng mặc được.,1
14881,Vì rộng va hok nhân biên.,-1
14882,Tiếp tục ủng hộ shop.,1
14883,Chất lượng sản phẩm tuyệt vời.,1
14884,Rất đáng tiền.,1
14885,"Áo đẹp lắm, chất mịn đẹp, shop đág tin tưởng.",1
14886,Chất lương sản phầm đươc.,1
14887,"Đóng gói sản phẩm chắc chắn Thời gian giao hàng nhanh, chất ổnn.",1
14888,hic.,-1
14889,Ưng lắm hàng ý hình quần rất vừa thik lắm.,1
14890,Gói hàng kĩ.,1
14891,Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.,1
14892,"Áo xấu như quỷ giặt xong cứng ngắc , áo mỏng như gì á , làm ăn gian dối cẩu thả.",-1
14893,Đóng gói hàng rất cẩn thận và giao hàng nhanh.,1
14894,Đóng gói sản phẩm rất đẹp và chắc chắn và giao hàng nhanh 😍.,1
14895,Keo hơi tràn tý.,-1
14896,"Màu đẹp, hình đẹp, rõ.",1
14897,Rất đáng tiền..Thời gian giao hàng rất nhanh..mặc lên from đẹp lắm nha shop..,1
14898,Son không có vỏ.,-1
14899,sản phẩm tốt so với giá tiền!,1
14900,"Màu hồng nhìn tố, xấu i quá, ko sáng hồng như hình.",-1
14901,Rất đáng tiền.,1
14902,"chất lượng sản phẩm tốt...shop rất nhiệt tình,giao hàng nhanh ///c.ơn shop.",1
14903,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh.,1
14904,"Không biết do mình chịu loại này hay sao, môi mình vốn rất khô mà gặp em này mượt môi vô cùng.",1
14905,"Hài lòng lắm ạ, cảm ơn shop.",1
14906,Hôm nọ vừa đặt màu be xong về xinh quá đặt thêm hai cái màu rêu vừa cho mình vừa cho bạn 😂😂😂.,1
14907,Chủ hoi nho.,0
14908,Chất lượng sản phẩm như hình.,1
14909,"Không giống ảnh lắm, chất xấu.",-1
14910,"Chất lượng sản phẩm rất kém, hàng không giống hình.",-1
14911,Dk 3 Áo đẹp nhưng Áo sọc trắng hồng k đẹp như hinhg chán quá mà.,-1
14912,Lại mất 2 lần ship.,-1
14913,"Quần vừa vặn, thoải mái.. sẽ ủng hộ shop ak.",1
14914,Chất lượng sản phẩm tạm được Chất lượng sản phẩm tạm được Giá cả chấp nhận được.,1
14915,Hàng ok lắm ạ e mua dịp flash sale quá chưng.,1
14916,"Chất lượng sản phẩm tốt, nhưng cái vòng tay đc tặng như cái dây buộc tóc luôn :(.",0
14917,"Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Chất vải mịn , cạn ngôn để khen.",1
14918,"Shop phục vụ khá tốt nhưng thời gian giao hàng chậm quá, khá nhiệt tình khi áo mình đặt hết hàng shop có gọi báo cho mình để hỏi ý mình có muốn đổi k, về áo thì có 1 cái bị dính 1 vệt màu hơi kém xinh tý, nói chung tạm ổn.",1
14919,"Sản phẩm cũng ok so với tầm giá, mỗi tội sh giao hàng hơi lâu.",-1
14920,Rất đáng tiền Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.,1
14921,"Thiếu mất một bộ phận trong đấy , shop làm mình thất vọng Chất lượng sản phẩm tuyệt vời Rất đáng tiền.",1
14922,Chất lượng sản phẩm tuyệt vời.,1
14923,Shop gói hàng cẩn thận.,1
14924,Siêu cưng.,1
14925,Vải đẹp dày .,1
14926,"Chất lượng sản phẩm rất kém, vải mỏng dễ rách.",-1
14927,Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Hàng mặc thoải mái.,1
14928,Chất vải ok mềm mịn..,1
14929,Thời gian giao hàng rất nhanh.,1
14930,"Ship hơi cao, nên để nhà vận chuyển ghtk để khách tiết kiệm chi phí.",-1
14931,Chúc shop buôn may bán dắt !!!,0
14932,"Cũng đẹp nhưng màu hồng chất đẹp hơn nha, được cái màu đen mang sạch.",1
14933,Không giống hình mẫu.,-1
14934,Áo thì k dãn đc.,-1
14935,Không đáng tiền Thời gian giao hàng chậm.,-1
14936,"Gửi nhầm màu cho mình nhưng thôi cũng ks, chất vải ok theo giá thành, hàng gửi nhanh.",1
14937,Shop phục vụ tuyệt vời !,1
14938,Hy vọng đk như review.,0
14939,Đúng màu.,1
14940,Tốt nhất là ko nên mua.,-1
14941,"váy đẹp lắm shop, ủng hộ shop dài dài.",1
14942,Cái nơ ngắn hơn so với hình nhưng cũng rất đẹp.,1
14943,Mặc vào rất vừa.,1
14944,Giao hàng nhanh.,1
14945,Chất lượng sản phẩm tuyệt vời.,1
14946,Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền.,1
14947,Cám ơn shop.,1
14948,Sẽ quay lại lần sau.,1
14949,Mua 3 sp Không được đồng kiểm.,-1
14950,Ng gầy thấp ko nên mua.,0
14951,"Vải mềm, nhưng hơi mỏng nhìn chung thì ok Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh.",1
14952,tay áo quá ngắn k như mog đợi.,-1
14953,Máy ồn hàng lắp ráp k chắc chắn.,-1
14954,"Chất vải đẹp, mát nhưng hơi dễ nhàu, hàng giao nhanh, màu sắc có khác so với trên ảnh một chút làm em tưởng nhầm màu :v.",0
14955,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền đẹp.,1
14956,Chừng 3 lần giặc máy chắc k mặc đc nữa.,-1
14957,Hàng flash sale nhung chat luong tó.,1
14958,Sẽ ủng hộ thêm.,1
14959,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.,1
14960,Size nữ hơi to so với m .,-1
14961,Chất lượng sản phẩm tuyệt vời.,1
14962,hàng rất ok nha.,1
14963,"Áo nhẹ, mặc mát, thoải mái lắm ạ 😘.",1
14964,Sạc ko tự ngắt nguồn..pin sau khi sạc đầy rất nóng.,-1
14965,Hy vọng chế độ bảo hành tốt như shop nói.,0
14966,Rất OK.,1
14967,Đặt mua 3 cái thì lỗi mất 1cái.,-1
14968,Phấn đẹp lắm cảm ơn Shop!,1
14969,"Áo nhẹ, vải mát, tuy nhiên mặc bị hở phần cúc ở ngực.",0
14970,Rất đáng tiền Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn.,1
14971,Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh Rất đáng tiền Shop phục vụ rất tốt.,1
14972,Rất thích cách xử lý của shop khi khách muốn đổi hàng.,1
14973,Tốt trong tầm giá.,1
14974,"Áo chất đẹp, mặc nhẹ, chất mát.",1
14975,"Sản phẩm ok, chủ shop hướng dẫn nhiệt tình.",1
14976,Quá đẹp so với mong đợi (y).,1
14977,"sp ok , chất liệu đẹp giống hình.",1
14978,"Chất lượng sản phẩm tuyệt vời , quan day keo vai hoi cung tam dc.",1
14979,Giao hàng nhanh.,1
14980,Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh nhưng hơi nhỏ so với size.,1
14981,Rất đáng tiền.,1
14982,Chất vải hơi mỏng nhưng nói chung cũng tạm chất nhận đc.,0
14983,Áo xinh lắm luôn ❤️.,1
14984,Chất lượng sản phẩm rất kém.ko như hình.,-1
14985,Nhầm hàng.,-1
14986,Vải mỏng mịn.,1
14987,Chất lượng sản phẩm tuyệt vời Ko nghĩ là với giá này có được đôi giày ok như v.,1
14988,Shop lấy sai màu cho mình dù đã ghi chú chọn màu đen.,-1
14989,Nhìn đơn giản mà đẹp.,1
14990,Hàng đẹp so với giá tiền.,1
14991,Như đồng hồ cũ vậy.,-1
14992,"Màu son đẹp, mùi son rất thơm, chất lỏng nhưng khi khô lại rất lì.",1
14993,Luôn luôn hài lòng.,1
14994,Nhưng fom áo chưa dc đẹp lắm!,0
14995,Chất lượng sản phẩm tuyệt vời Đep y hình.,1
14996,"Chân sp hơi yếu, shop phục vụ tốt.",1
14997,Đặt 2 cái 2 chất khác nhau . 1 cái thì from bé .,-1
14998,"Mk tìm hiểu tưởng dành cho da dầu,mà dùng xong mặt mk vẫn ra nhiều dầu.",-1
14999,"Khăn mỏng, mịn, phù hợp với giá.",1
15000,"rất đẹp, rất mát.",1
15001,Đường may xấy.,0
15002,Bình thường mình mặc size 27 nhưng đặt size 29 về mặc vừa in O.O.,-1
15003,chị ơi em nhận hàng rồi. hàng đẹp lắm thank shop nhé.,1
15004,Giá cả chấp nhận được cẩn thận đúng size cho kh.,-1
15005,Áo giống hình đẹp lắm.,1
15006,San pham tam duoc.,0
15007,M7 mat cut.,0
15008,"Giầy đẹp, như hình.",1
15009,Chất vải tốt!,1
15010,"Chất lượng sản phẩm tốt, giao đủ hàng.",1
15011,Đóng gói sản phẩm đẹp và chắn chắn.,1
15012,"Giày hơi bẩn, chân mình chuẩn size 37 nhưng đi hơi bị kích chân, chấp nhận đc.",0
15013,Hàng đẹp.,1
15014,"Đóng gói sản phẩm tạm được, chất lượng không tương xứng giá tiền vải quần mỏng và dễ xướt, đường may xấu không thẳng.",-1
15015,"Shop gói gém lúc nao cũng long lanh, nhin sản phẩm tem mác chuyên nghiệp ghê, màu lóng lánh nhẹ nhàng, tkss shopppp ạ.",1
15016,Troi oi sao hàng ko giống hình chất liệu ko giống rộng to mà xấu quá troi nè hình thì rõ đẹp.,-1
15017,"Hàng hơi nhăn, vải mỏng và hơi bé, tầm 35-40kg chắc ok :).",0
15018,Quần bầu mà kích thước nhỏ mặc chật cứng hơi khó chịu mình ko mặc nổi.,-1
15019,Mỗi tội gần hết hàng nên màu thích nhất cũg k còn nữa hichic.,-1
15020,Chất lượng sản phẩm tuyệt vời.Shop giao hàng nhanh và chu đáo nữa.,1
15021,"Áo đẹp, chân váy sz M bị rộng.",1
15022,Màu.,0
15023,Ao from rộng chất shop nhiệt tình Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh.,-1
15024,Điểm trừ xíu là mầu hồng ko đc giống ảnh mẫu.,-1
15025,Để số ký Dưới 58 mà minh chỉ có 50ky mặc ôm sát ko ngồi lên xg dc .,-1
15026,Giao hàng nhanh.,1
15027,TÔi khá hài lòng về sản phẩm.,1
15028,"Áo xinh so với giá, hy vọng mặc đẹp.",1
15029,Rất đáng tiền.,1
15030,Nhưng vẫn đánh giá 5 sao vì độ đáng yêu nhiệt tình của chủ shop. <3.,1
15031,"Vải cũng bình thường, nhưng màu sắc dễ “cưng” lắm.",1
15032,Chất vải giày hợp vs giá tiền.,1
15033,Đặt kiểu 3 trắng vàng đen mà giao hồng vàng trắng.,-1
15034,Đóng gói cẩn thận ok.,1
15035,"Chất lượng sản phẩm tuyệt vời, đã từng mua hàng và rất thích các sp của shop, mình sẽ ủng hộ shop lâu dài.",1
15036,Nhưng mùa thu mặc la hợp lí.,1
15037,"Chất lượng sản phẩm tuyệt vời, đóng gói sản phẩm rất đẹp và chắc chắn.",1
15038,"Hết hàng ko báo trc tự ý thay thế sp,mình cố ý đặt đồ 70kg cho mặc rộng rãi mà shop lại giao bộ đồ 60kg thì mà kiểu gì,nhưng mình có 46kg đã mặc vừa xít và hơi chật nách.",-1
15039,Chất liệu tốt.,1
15040,"Giao hàng nhanh, đóng gói sp ok!",1
15041,Cảm ơn shop nha.,1
15042,E viết thử r mực ra đều đẹp lắm ạ shop đã gửi link cho e và e nhận đc nên đánh giá dùm shop liền nè.,1
15043,Shop tư vấn cụ thể nên áo mình mặc rất ok.,1
15044,"Shop ko lay giong màu theo yeu cau chat luong sp mỏng ko giong mo ta, lien he voi shop doi hang thi shop ko tra loi.that vọng.",-1
15045,E rất thích shop đóg gói kĩ sản phẩm đẹp 👍.,1
15046,- Mình thấy khô gà hơi dở...,-1
15047,"Áo mặc vào dễ thương lắm, vải dày dặn 👍👍👍.",1
15048,"Vãi mỏng quá,sp cung được.",0
15049,"Len dày dặn, thỏa lòng mong đợi.",1
15050,Cảm ơn vì món quà nhỏ nhắn ❤❤❤.,0
15051,Đóng gói sản phẩm rất đẹp và chắc chắn.,1
15052,Áo đẹp lắm ạ❤.,1
15053,Mình có dặn shop ưu tiên màu đỏ dù chọn giao ngẫu nhiên.,1
15054,Chất chơi người dơi luôn.,1
15055,Shop tư vấn nhiệt tình !,1
